STATUS | wrapper  | 2023/04/17 15:27:03 | --> Wrapper Started as Console
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaace
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaauthorizedrole
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaacontactinfo
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaadisableauth
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaenvironmententry
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaagenderhonorific
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaimpliedbytablecolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaimpliedpermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaimpliedrole
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaimpliedtablecolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaalogin
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaamethodparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaamethodpermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaamoduleservice
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorganization
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorgcontactinfo
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorgcontactuser
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorgdetail
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorgpostaladdr
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorgstatus
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaorguser
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapamconf
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapammodule
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapammoduleoption
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapassword
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapasswordhint
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapasswordprofile
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapasswordrule
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapasswordstatus
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaapostaladdress
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaradiusconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaremembermeinfo
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaarole
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaarolecategory
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaroleowner
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaroletocategory
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaservice
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaaservicepasswordrule
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaasimplepermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaatableaccessspi
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaatablepermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaatablereadpermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaatableupdatepermission
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaatrustedrole
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauser
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauserconfigrecord
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaausercontactinfo
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauserpostaladdr
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauserprofile
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauserproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaauserstatus
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aaausertwofactordetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acajaxform
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acajaxformoption
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acajaxoptions
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acclientencprops
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acclientprops
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accolumnconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accolumnconfigurationlist
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accontexthelp
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accountsqlstring
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table accvtabparentconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acdropdown
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acdropdownparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acelement
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acelementattr
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acemailaddress
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfeedbackproperties
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfilter
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfilterconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfilterconfiglist
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfiltergroup
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfilterlist
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acformconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acftpdetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acfunctioncolumns
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acgridlayoutchildconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acgridlayoutconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acgroupbycolumns
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acinstantfeedback
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acjsoption
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aclink
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table aclinkparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acmailconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acnavigationconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acpagelengthconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acpanelelement
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acpsconfiglist
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acpsconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acrelationalcriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acrendererconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acsqlstring
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acsumsqlstring
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actabchildconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actablecolumns
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actablefilterlistrel
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actablelayoutchildconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actableviewconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table actemplatehandler
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table action
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table activedirectoryinfo
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acuserclientstate
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acuserfiltergroup
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acuserpreference
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acusertabchildconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table acviewtogroupmapping
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table additionalviewparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table allowedpattern
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table allowedvalues
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table archivepolicy
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table archivestatus
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table archivetabledetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditconfigproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditlevel
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditnotifycriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditoperproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditrecord
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditresourceprop
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditresultproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table auditseveritylevel
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table audittableconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table audituserproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table authconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table axiscolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table backupdetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table bean
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table beaninterceptor
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table beaninterceptorproperties
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table beanproperties
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table calendar
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table calendar_periodicity
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table chartproperty
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table chartpropertyset
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table chartpropkey
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table chartviewconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table clientserviceproviders
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table columndetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table composite
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table conffile
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table conffiletomodule
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table constituenttable
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table constraintdefinition
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table criteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table csrmenuitem
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table customattributes
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table customviewconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table customviewserviceproviders
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table datasource
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table dbadapter
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table dbcredentialsaudit
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table default_task_input
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table defaulttheme
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table dominanttableconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table dynamiccolumnconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table emptytablemessage
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table expression
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table featureparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table fkcolumndefinition
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table fkdefinition
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table forward
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table fosnodedetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table functionparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table haproperties
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table indexdefinition
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table javascriptaction
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table joincolumns
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table joincriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table joinrelcri_expression
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table joinrelcriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table jointable
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table menu
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table menuandmenuitem
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table menuitem
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table modespecificserviceproviders
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table module
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table modulecontext
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table objectidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table openviewincontentarea
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table operationauditrecord
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table operationparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table pdfuicomponent
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table pdfviewconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table periodic
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table personalityconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table personalizedviewmap
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table piiredactconfig
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table pkdefinition
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table rangevalues
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table relationalcriteria
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table relcri_expression
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table reminder_audit
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table samlidp
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table samlsp
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table sb_applications
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table schedule
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table schedule_audit
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table schedule_view
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table scheduled_task
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table scheduledreports
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table scheduledtask_retry
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table selcol_expression
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table selectcolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table selectquery
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table selectsqlstring
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table selecttable
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table seqgenstate
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table serverdetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table serverserviceproviders
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table serverstatus
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table service
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table serviceproperties
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table sortcol_expression
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table sortcolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table sqintreequery
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table systemtemplatehandler
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table tabledetails
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table tabledsmap
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table tablesintree
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table tabletemplatefiles
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table tableviewsortcolumn
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table task_input
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table taskengine_task
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table templatefiles
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table templateviewparams
INFO   | jvm 1    | 2023/04/17 15:39:14 | Dropped table theme
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table themeattributesmapping
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table threadpool
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table tiledview
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table tmpcolumnrenderer
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table tmpviewcolumn
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table tmpviewcriteria
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table tmpviewdetails
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table treedefinition
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table treeidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table treequery
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table treequeryidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table uicomponent
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table uicomponent_pidx
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table uinavigationconfig
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table uniquekeydefinition
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table uvhvalues
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table validationfiles
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table viewconfiguration
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table viewconfiguration_pidx
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table viewdatatablemapping
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table viewtoopen
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table webmenuitem
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table webuicomponent
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table webviewconfig
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table working_hours
INFO   | jvm 1    | 2023/04/17 15:39:15 | Dropped table yseriescolumn
INFO   | jvm 1    | 2023/04/17 15:39:15 | 
STATUS | wrapper  | 2023/04/17 15:39:17 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/04/17 15:39:22 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:39:22 | Java Service Wrapper Professional Edition 64-bit 3.5.40
STATUS | wrapper  | 2023/04/17 15:39:22 |   Copyright (C) 1999-2019 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/04/17 15:39:22 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2023/04/17 15:39:22 |   Licensed to Zoho Corporation Pvt. Ltd. for MickeyLite
STATUS | wrapper  | 2023/04/17 15:39:22 | 
WARN   | wrapper  | 2023/04/17 15:39:22 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2023/04/17 15:39:22 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2023/04/17 15:39:22 | 
STATUS | wrapper  | 2023/04/17 15:39:22 | Launching a JVM...
INFO   | jvm 1    | 2023/04/17 15:39:23 | WrapperManager: Initializing...
INFO   | jvm 1    | 2023/04/17 15:39:23 | Starting Server from location: D:\MickeyLite\Applications\LenderB
INFO   | jvm 1    | 2023/04/17 15:39:23 | Free edition...
INFO   | jvm 1    | 2023/04/17 15:39:23 | 
INFO   | jvm 1    | 2023/04/17 15:39:30 | Loading Modules
INFO   | jvm 1    | 2023/04/17 15:39:30 | 
INFO   | jvm 1    | 2023/04/17 15:39:30 |      ModulePreStartProcess :: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:30 | Persistence                                       [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:30 |      ModulePostStartProcess:: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:30 | Audit                                             [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:31 | Authentication
INFO   | jvm 1    | 2023/04/17 15:39:31 |                                     [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:32 | Authorization                                     [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:32 | CustomView                                        [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:33 | TaskEngine                                        [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:33 | Tomcat                                            [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:33 | ClientFramework
INFO   | jvm 1    | 2023/04/17 15:39:34 |                                    [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:34 | ClientComponents
INFO   | jvm 1    | 2023/04/17 15:39:36 |                                   [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:36 | Lender                                            [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:39:36 | 
INFO   | jvm 1    | 2023/04/17 15:39:36 | Creating Services
INFO   | jvm 1    | 2023/04/17 15:39:36 | CacheService                                      [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | PatchUpdaterService                               [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | AuthenticationService                             [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | AuthorizationService                              [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | TaskEngineService                                 [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | WebService                                        [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | ClientFrameworkService                            [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | TemplateService                                   [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | TableTemplateService                              [ CREATED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | 
INFO   | jvm 1    | 2023/04/17 15:39:36 | Starting Services
INFO   | jvm 1    | 2023/04/17 15:39:36 | CacheService                                      [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | PatchUpdaterService                               [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | AuthenticationService                             [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | AuthorizationService                              [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:36 | TaskEngineService                                 [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:57 | WebService                                        [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:57 | ClientFrameworkService                            [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:57 | TemplateService                                   [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:57 | TableTemplateService                              [ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:39:57 | 
INFO   | jvm 1    | 2023/04/17 15:39:57 | Server started in :: [33941 ms]
INFO   | jvm 1    | 2023/04/17 15:39:57 | 
INFO   | jvm 1    | 2023/04/17 15:39:57 | Connect to: [ http://localhost:8080 ]
STATUS | wrapper  | 2023/04/17 15:43:46 | CTRL-C trapped.  Shutting down.
INFO   | jvm 1    | 2023/04/17 15:43:48 | System going to Shutdown --- received process interrupt
INFO   | jvm 1    | 2023/04/17 15:43:48 | Shutting down the JVM now!
INFO   | jvm 1    | 2023/04/17 15:43:48 | Stopping Services
INFO   | jvm 1    | 2023/04/17 15:43:48 | TableTemplateService                              [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:48 | TemplateService                                   [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:48 | ClientFrameworkService                            [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | WebService                                        [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | TaskEngineService                                 [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | AuthorizationService                              [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | AuthenticationService                             [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | PatchUpdaterService                               [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | CacheService                                      [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:43:49 | Destroying Services
INFO   | jvm 1    | 2023/04/17 15:43:49 | TableTemplateService                              [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | TemplateService                                   [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | ClientFrameworkService                            [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | WebService                                        [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | TaskEngineService                                 [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | AuthorizationService                              [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | AuthenticationService                             [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | PatchUpdaterService                               [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | CacheService                                      [DESTROYED]
INFO   | jvm 1    | 2023/04/17 15:43:49 | Stopping Module processors
INFO   | jvm 1    | 2023/04/17 15:43:49 | 
INFO   | jvm 1    | 2023/04/17 15:43:49 | ModuleStopProcess:: Persistence::DBAUDIT     [ STOPPED ]
STATUS | wrapper  | 2023/04/17 15:43:50 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/04/17 15:44:00 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:44:00 | Java Service Wrapper Professional Edition 64-bit 3.5.40
STATUS | wrapper  | 2023/04/17 15:44:00 |   Copyright (C) 1999-2019 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/04/17 15:44:00 |     http://wrapper.tanukisoftware.com
